summary,cluster_tag,clusters
scroll region is not clear between side menu pane and the right side detail pane of preferences and addon manager.        ,Workflow Bugs,1
firefox initial page is not taking the inputs        ,Workflow Bugs,1
show-favourites-icon disappears        ,Workflow Bugs,1
sometimes bookmarks folder gets deleted after firefox is killed from task manager        ,Workflow Bugs,1
'onbeforeunload' code does not submit html form that is to be sent from an iframe        ,Workflow Bugs,1
dragging a shortcut as software security device appears makes firefox unclickable        ,Workflow Bugs,1
improve how the paymentrequest ui uses form autofill management form resources        ,Workflow Bugs,1
make an option to stop requesting firefox updates        ,Workflow Bugs,1
firefox doesn't recognize gpu capabilities        ,Workflow Bugs,1
add image exceptions        ,Workflow Bugs,1
allow instant (and lasting) dismissal of any item recommended by pocket at about:newtab        ,Workflow Bugs,1
saving post result page silently resends post data if page no longer in cache        ,Workflow Bugs,1
add leakzero as a built-in search engine for chinese (simplified)        ,Workflow Bugs,1
after some time my firefox will start to change to pure blackness and then crash        ,Workflow Bugs,1
multilingual / multi-language firefox package for macos x        ,Workflow Bugs,1
firefox causes my system to have high input latency / input lag after suspend or a long uptime        ,Workflow Bugs,1
preference to disable cursor (mouse pointer) shape manipulation        ,Workflow Bugs,1
lower barrier to modularity w/jsx component generator script        ,Workflow Bugs,1
create high level documentation on how the search service works overall and on start-up        ,Workflow Bugs,1
wpad discovery not performed on network change (proxy)        ,Workflow Bugs,1
option for serial instead of parallel download of page elements        ,Workflow Bugs,1
webpage in firefox for android slows down when zoomed in        ,Workflow Bugs,1
loading a single page in firefox incurs 4 mb of read i/o in cert8.db        ,Workflow Bugs,1
firefox with openh264 codec can't play a video with pixel format in yuv422p        ,Workflow Bugs,1
"firefox + voiceover doesn't read content with role=""heading"" when in shadowdom.        ",Workflow Bugs,1
eliminate login concept from sync        ,Workflow Bugs,1
chore: increase our frontend code coverage        ,Workflow Bugs,1
r-go tools' usb keyboard lags in firefox; fine on other software        ,Workflow Bugs,1
customized implementation of a couple of mozilla functions        ,Workflow Bugs,1
exceptions images n'est pas conservé        ,Workflow Bugs,1
add automated test for pdf navigation        ,Workflow Bugs,1
improve handling of many cookie-requests        ,Workflow Bugs,1
reader mode does not respect vertical writing mode        ,Workflow Bugs,1
failed to add bookmark to toolbar        ,Workflow Bugs,1
"dialog for ""always ask"" for handling pdfs should show ""preview in nightly"" as an option        ",Workflow Bugs,1
firefox operations degrade after reaching 2gb of ram        ,Workflow Bugs,1
finalize field-specific error message strings        ,Workflow Bugs,1
"in full screen mode, the toolbar context menu does not allow toolbar customization or changing bookmarks toolbar visibility        ",Workflow Bugs,1
firefox shouldn't attempt to play unsupported content in supported container.        ,Workflow Bugs,1
jump list favicons do not match firefox ui favicons        ,Workflow Bugs,1
"[experiment] the font size of the ""popular topics"" elements that are part of the ""new tab layout study"" is wrongly set to ""11px"" instead of ""13px""        ",Workflow Bugs,1
"adding secondary email (associated to some other account) to firefox account, it says it is already added to your account.        ",Workflow Bugs,1
"intermittent browser_947914_button_cut.js | selected text is removed from source when clicking on cut - got cut text test, expected        ",Workflow Bugs,1
"how to make the default font of pages in firefox android browser follow the system, just like chromium.        ",Workflow Bugs,1
extreme memory surge when opening a certain pdf-file        ,Workflow Bugs,1
occasionally opened context menu stays opened when another application is focused        ,Workflow Bugs,1
horizontal scrolling with the mouse even if disabled        ,Workflow Bugs,1
document does not own the load group        ,Workflow Bugs,1
aero glass glaze effect jumps down when mousing over links while find bar is open        ,Workflow Bugs,1
save to pocket button could use some more tests        ,Workflow Bugs,1
"urls for each preference, deep about: item, etc.        ",Workflow Bugs,1
typeerror: event.originaltarget.getattribute is not a function        ,Workflow Bugs,1
tabcandy icon keeps reappearing after removal        ,Workflow Bugs,1
dragging bookmarked items from the overflow menu onto the current opened webpage breaks the drag functionality        ,Workflow Bugs,1
severe performance regression in firefox while windows speech recognition is running due to multi-process        ,Workflow Bugs,1
'beforeprint' and 'afterprint' events not fired from developer tools’ “toggle media print simulation firefox”        ,Workflow Bugs,1
firefox ceases to redraw the screen when running        ,Workflow Bugs,1
text in macos application (firefox (nightly)) menu is not translated after the language is changed        ,Workflow Bugs,1
"searching is not marking the searched term, in some cases        ",Workflow Bugs,1
make richoption extend htmloptionelement        ,Workflow Bugs,1
firefox doesn't start if 3d graphics acceleration is enabled in vmware workstation player        ,Workflow Bugs,1
add test for icons in the locationbar        ,Workflow Bugs,1
firefox browser is occasionally unresponsive in mac 10.14.5        ,Workflow Bugs,1
"when i stop/restart ff, certain icons  (always the same ones) disappear from bookmarks toolbar        ",Workflow Bugs,1
intermittent browser_354894_perwindowpb.js | test timed out        ,Workflow Bugs,1
eventsource in js can be flooded and firefox totally freezes        ,Workflow Bugs,1
"add automated test for ""highlights - context menu - save to pocket""        ",Workflow Bugs,1
rename idn whitelist usage to allowlist        ,Workflow Bugs,1
undo 'restore defaults' does not restore toolbar visibility (bookmarks / menu toolbar )        ,Workflow Bugs,1
[firefox 66] asp.net ajax control toolkit htmleditor does not accept a period character (.) in many cases        ,Workflow Bugs,1
typeerror: can't access dead object        ,Workflow Bugs,1
firefox steals the system ram in mac yosemite os        ,Workflow Bugs,1
some engines disabled during syncing with intermittent server failures        ,Workflow Bugs,1
firefox doesn't load wordpress webm listings        ,Workflow Bugs,1
macos - firefox browser on mac shows up on the new desktop when switching the desktop        ,Workflow Bugs,1
cannot easily reattempt navigating to a url that returned status 204 no content using reload button (and url is not remembered in session restore)        ,Workflow Bugs,1
firefox dualshock 4 support        ,Workflow Bugs,1
clicking right mouse button on folder's dropmarker chooses wrong target for context menu        ,Workflow Bugs,1
problem installing extensions        ,Workflow Bugs,1
sessionstore.settabstate should serialize principals        ,Workflow Bugs,1
tag pages visited from a search with the search string that generated them        ,Workflow Bugs,1
firefox xslt transform removes the closing tag for iframe        ,Workflow Bugs,1
intermittent toolkit/components/payments/test/browser/browser_show_dialog.js | leaked 1 docshell(s) until shutdown        ,Workflow Bugs,1
save as don't save current page (after post(?))        ,Workflow Bugs,1
fix spacing issues around items in the permission management panel        ,Workflow Bugs,1
add routing to asr debugger        ,Workflow Bugs,1
speech-dispatcher needs socket activation        ,Workflow Bugs,1
"right-click on toolbar link: ""copy"" should be labelled ""copy link location""        ",Workflow Bugs,1
"move certain content from ""debugging on mac os x"" page to ""debugging firefox with lldb"" page in in-tree        ",Workflow Bugs,1
right click drop-down text difficult to read.        ,Workflow Bugs,1
add ability to set initial size on windowless browser        ,Workflow Bugs,1
splitbox position is wrong with firefox bookmarks open        ,Workflow Bugs,1
"improve ""mach package"" behaviour when necessary tools aren't available        ",Workflow Bugs,1
collect onboarding-noshow-smallscreen and overlay-disappear-resize event for onboarding telemetry        ,Workflow Bugs,1
list no default bookmarks at all        ,Workflow Bugs,1
3d css transform animation moves in wrong direction on firefox        ,Workflow Bugs,1
hung browser: firefox not setting select option elements text with leading spaces        ,Workflow Bugs,1
provide longdesc keyboard support        ,Workflow Bugs,1
the slow connectivity error from the language settings modal is displayed after incorrect timing        ,Workflow Bugs,1
escaped backslashes replaced with backslashes (leading to forward slashes when hitting enter again)        ,Workflow Bugs,1
car visualizer demo on firefox for android crashes due to memory pressure event        ,Workflow Bugs,1
don't sync locked preferences        ,Workflow Bugs,1
pressing [escape] should stop all kind of animations        ,Workflow Bugs,1
perform fingerprint comparison of tor browser and firefox        ,Workflow Bugs,1
history panel doesn't refresh after sign in with sync completed        ,Workflow Bugs,1
intermittent browser_bug422590.js | application timed out after 330 seconds with no output        ,Workflow Bugs,1
autocorrect in address bar makes it impossible to type anything that starts with ‘o’        ,Workflow Bugs,1
ui items position: improve use of screen real estate        ,Workflow Bugs,1
"firefox v84 on macos 10.15.7 on imac (retina 5k, 27-inch, late 2014) is translucent at right edge of display        ",Workflow Bugs,1
"on the mac, command-question-mark keyboard shortcut brings up ""help"" web page rather than the platform standard of highlighting the ""help"" search field        ",Workflow Bugs,1
evaluate postponing results that match on the query string        ,Workflow Bugs,1
allowing open webextensions content page directly in private mode        ,Workflow Bugs,1
remove remainder of non-proton hamburger menu view and dependent code        ,Workflow Bugs,1
"security: since version 20, firefox requires paxctl -m        ",Workflow Bugs,1
ff spamming syslog on osx when world of warcraft is running        ,Workflow Bugs,1
[flatpak] firefox flatpak spawns a process with no icon when launched        ,Workflow Bugs,1
"firefox bmp to ico converter is not good, results in jagged edges especially        ",Workflow Bugs,1
web pages capture control-l        ,Workflow Bugs,1
spellchecker: language and word menu items accumulate in the menu        ,Workflow Bugs,1
[ux] make keyboard shortcut consistent        ,Workflow Bugs,1
countdown timers stop on some manual surf traffic exchange sites particularly ventrino sites        ,Workflow Bugs,1
rendering errors with mathjax formulas specific to firefox on linux        ,Workflow Bugs,1
